player_id,avg_rating,rating_band,n_games,anomaly_votes,ensemble_confident,top_feature_1,z_score_1,explanation_1,confident_1,top_feature_2,z_score_2,explanation_2,confident_2,top_feature_3,z_score_3,explanation_3,confident_3,summary
nazarisha,1492.0,1400-1600,46,2,False,underdog_win_rate,2.93,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,rating_gain,1.66,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,win_rate,1.61,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,"Flagged primarily due to: underdog win rate, rating gain. 2 of 3 voters agreed."
ibonuribeetxebarria,2084.0,2000-2200,132,2,False,rating_volatility,1.51,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,best_move_rate_band_z,0.72,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,opening_ply_ratio,-0.62,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,"Flagged primarily due to: rating volatility, best move rate (band-normalised). 2 of 3 voters agreed."
Gasavitdin,1659.0,1600-1800,35,2,False,comeback_rate,2.7,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,rating_volatility,1.44,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,avg_weighted_acpl_band_z,-0.47,"Complexity-weighted ACPL is unusually low for their rating band — this metric down-weights moves in already-won or lost positions and focuses on equal, contested positions where mistakes are most costly. A suspiciously low value means near-engine accuracy precisely when the position is hardest to play — the clearest sign of engine use.",True,"Flagged primarily due to: comeback rate, rating volatility. 2 of 3 voters agreed."
The-Dread-Of-Valyria,2087.0,2000-2200,29,3,True,rating_gain,2.85,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,underdog_win_rate,2.45,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,win_rate,1.54,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,"Flagged primarily due to: rating gain, underdog win rate. All 3 voters agreed."
pawnimpact0007,1807.0,1800-2000,41,2,False,avg_acpl_endgame_band_z,-0.84,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,timeout_loss_rate,-0.78,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,opening_ply_ratio,0.72,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,Flagged primarily due to: avg acpl endgame (band-normalised). 2 of 3 voters agreed.
mecnuncinar,1608.0,1600-1800,20,2,False,rating_volatility,2.65,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,avg_acpl_middlegame_band_z,-0.91,Middlegame ACPL is unusually low for their rating band — the middlegame is where engine assistance matters most; human players naturally make more mistakes in complex positions,True,avg_weighted_acpl_band_z,-0.89,"Complexity-weighted ACPL is unusually low for their rating band — this metric down-weights moves in already-won or lost positions and focuses on equal, contested positions where mistakes are most costly. A suspiciously low value means near-engine accuracy precisely when the position is hardest to play — the clearest sign of engine use.",True,"Flagged primarily due to: rating volatility, avg acpl middlegame (band-normalised). 2 of 3 voters agreed."
hamidsham,1578.0,1400-1600,20,2,False,rating_gain_rate,6.42,Gaining Elo at an unusually fast rate — legitimate improvement of 3-5 Elo/day is already rare; rates above 10 Elo/day sustained over weeks are essentially impossible without engine assistance,True,comeback_rate,2.76,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,blunder_rate,-1.71,Unusually few blunders — engines almost never drop pieces or miss tactics; blunder rate is roughly Elo-independent so this is meaningful at any rating,True,"Flagged primarily due to: rating gain rate, comeback rate. 2 of 3 voters agreed."
masterkina,1702.0,1600-1800,48,2,False,comeback_rate,1.07,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,timeout_loss_rate,-0.79,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,opening_ply_ratio,-0.53,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,Flagged primarily due to: comeback rate. 2 of 3 voters agreed.
desolator777,1584.0,1400-1600,57,2,False,acpl_consistency_band_z,-1.32,"Move quality is unusually consistent across games for their rating band — humans have good days and bad days; an engine plays at the same level every game regardless of tiredness, preparation, or time pressure. Suspiciously low game-to-game ACPL variance relative to peers at the same Elo.",True,comeback_rate,1.11,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,acpl_phase_gap_band_z,0.76,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,"Flagged primarily due to: acpl consistency (band-normalised), comeback rate. 2 of 3 voters agreed."
bucerro2015,1676.0,1600-1800,17,2,False,underdog_win_rate,1.5,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,win_rate_vs_expected,1.44,Consistently outperforms their Elo prediction — wins more games than the rating system expects given their opponents,True,performance_vs_actual,1.25,Empirical performance rating is significantly higher than their official Elo — they play measurably better than their registered rating suggests,True,"Flagged primarily due to: underdog win rate, win rate vs expected. 2 of 3 voters agreed."
alexte005,2019.0,2000-2200,22,2,False,best_move_rate_band_z,1.59,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,opening_ply_ratio,-0.66,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,avg_turns,-0.49,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,Flagged primarily due to: best move rate (band-normalised). 2 of 3 voters agreed.
caciano,1782.0,1600-1800,33,2,False,acpl_phase_gap_band_z,0.68,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,victory_efficiency,-0.5,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,avg_turns,-0.46,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,Flagged primarily due to: acpl phase gap (band-normalised). 2 of 3 voters agreed.
juanpablo11,1922.0,1800-2000,16,2,False,underdog_win_rate,0.88,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,rating_gain,0.76,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,avg_acpl_endgame_band_z,-0.67,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,"Flagged primarily due to: underdog win rate, rating gain. 2 of 3 voters agreed."
Amarul4,1604.0,1600-1800,22,3,True,blunder_rate,-1.13,Unusually few blunders — engines almost never drop pieces or miss tactics; blunder rate is roughly Elo-independent so this is meaningful at any rating,True,win_rate,1.09,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,avg_acpl_endgame_band_z,-0.89,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,"Flagged primarily due to: blunder rate, avg acpl endgame (band-normalised). All 3 voters agreed."
zoomsp,1560.0,1400-1600,18,3,True,comeback_rate,2.76,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,avg_weighted_acpl_band_z,-1.08,"Complexity-weighted ACPL is unusually low for their rating band — this metric down-weights moves in already-won or lost positions and focuses on equal, contested positions where mistakes are most costly. A suspiciously low value means near-engine accuracy precisely when the position is hardest to play — the clearest sign of engine use.",True,timeout_loss_rate,-0.82,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,"Flagged primarily due to: comeback rate, avg weighted acpl (band-normalised). All 3 voters agreed."
kingsend,2367.0,2200+,17,2,False,rating_gain_rate,13.91,Gaining Elo at an unusually fast rate — legitimate improvement of 3-5 Elo/day is already rare; rates above 10 Elo/day sustained over weeks are essentially impossible without engine assistance,True,rating_gain,5.04,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,rating_volatility,3.45,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,"Flagged primarily due to: rating gain rate, rating gain. 2 of 3 voters agreed."
nascimento186,943.0,800-1000,25,3,True,underdog_win_rate,1.84,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,rating_gain,1.17,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,victory_efficiency,0.73,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,"Flagged primarily due to: underdog win rate, rating gain. All 3 voters agreed."
fabiang81,1332.0,1200-1400,22,2,False,rating_volatility,2.74,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,rating_gain,2.46,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,blunder_rate,-1.72,Unusually few blunders — engines almost never drop pieces or miss tactics; blunder rate is roughly Elo-independent so this is meaningful at any rating,True,"Flagged primarily due to: rating volatility, rating gain. 2 of 3 voters agreed."
Peloduro,1794.0,1600-1800,54,3,True,rating_gain,2.15,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,acpl_phase_gap_band_z,1.75,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,rating_volatility,1.55,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,"Flagged primarily due to: rating gain, acpl phase gap (band-normalised). All 3 voters agreed."
hamed3652,1757.0,1600-1800,60,2,False,comeback_rate,1.07,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,win_rate,0.9,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,opening_ply_ratio,-0.7,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,Flagged primarily due to: comeback rate. 2 of 3 voters agreed.
fr77127,2296.0,2200+,17,2,False,avg_turns,2.86,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,victory_efficiency,2.7,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,opening_ply_ratio,2.34,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,Flagged by statistical model — top deviating features are not directly interpretable as cheating signals. Warrants human review.
chessergio,1692.0,1600-1800,21,2,False,best_move_rate_band_z,0.71,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,opening_ply_ratio,0.07,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,victory_efficiency,-0.05,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,Flagged primarily due to: best move rate (band-normalised). 2 of 3 voters agreed.
mehdi60,1755.0,1600-1800,24,2,False,best_move_rate_band_z,2.38,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,rating_gain,2.27,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,blunder_rate,-1.6,Unusually few blunders — engines almost never drop pieces or miss tactics; blunder rate is roughly Elo-independent so this is meaningful at any rating,True,"Flagged primarily due to: best move rate (band-normalised), rating gain. 2 of 3 voters agreed."
Heisenbass,1295.0,1200-1400,40,3,True,avg_acpl_endgame_band_z,-0.78,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,avg_turns,-0.59,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,win_rate,0.59,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,Flagged primarily due to: avg acpl endgame (band-normalised). All 3 voters agreed.
Malluck,1455.0,1400-1600,17,2,False,performance_vs_actual,0.98,Empirical performance rating is significantly higher than their official Elo — they play measurably better than their registered rating suggests,True,win_rate_vs_expected,0.97,Consistently outperforms their Elo prediction — wins more games than the rating system expects given their opponents,True,timeout_loss_rate,-0.82,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,"Flagged primarily due to: performance vs actual, win rate vs expected. 2 of 3 voters agreed."
Batman37,1674.0,1600-1800,16,2,False,performance_vs_actual,1.24,Empirical performance rating is significantly higher than their official Elo — they play measurably better than their registered rating suggests,True,win_rate_vs_expected,0.98,Consistently outperforms their Elo prediction — wins more games than the rating system expects given their opponents,True,avg_acpl_endgame_band_z,-0.67,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,"Flagged primarily due to: performance vs actual, win rate vs expected. 2 of 3 voters agreed."
matrisking,1459.0,1400-1600,25,2,False,underdog_win_rate,1.66,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,best_move_rate_band_z,1.36,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,avg_weighted_acpl_band_z,-1.26,"Complexity-weighted ACPL is unusually low for their rating band — this metric down-weights moves in already-won or lost positions and focuses on equal, contested positions where mistakes are most costly. A suspiciously low value means near-engine accuracy precisely when the position is hardest to play — the clearest sign of engine use.",True,"Flagged primarily due to: underdog win rate, best move rate (band-normalised). 2 of 3 voters agreed."
KnightUCAEB,1939.0,1800-2000,16,2,False,rating_volatility,1.35,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,avg_weighted_acpl_band_z,-0.89,"Complexity-weighted ACPL is unusually low for their rating band — this metric down-weights moves in already-won or lost positions and focuses on equal, contested positions where mistakes are most costly. A suspiciously low value means near-engine accuracy precisely when the position is hardest to play — the clearest sign of engine use.",True,win_rate,0.78,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,"Flagged primarily due to: rating volatility, avg weighted acpl (band-normalised). 2 of 3 voters agreed."
antik-82,1627.0,1600-1800,16,2,False,comeback_rate,2.7,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,win_rate,1.12,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,win_rate_vs_expected,0.84,Consistently outperforms their Elo prediction — wins more games than the rating system expects given their opponents,True,"Flagged primarily due to: comeback rate, win rate vs expected. 2 of 3 voters agreed."
DaveT34,1463.0,1400-1600,33,2,False,best_move_rate_band_z,1.41,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,underdog_win_rate,1.29,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,avg_acpl_endgame_band_z,-0.92,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,"Flagged primarily due to: best move rate (band-normalised), underdog win rate. 2 of 3 voters agreed."
satyam1527sr,1603.0,1600-1800,35,2,False,rating_volatility,0.65,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,opening_ply_ratio,-0.57,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,victory_efficiency,-0.57,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,Flagged primarily due to: rating volatility. 2 of 3 voters agreed.
josefpishgo,1298.0,1200-1400,26,2,False,win_rate,0.65,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,timeout_loss_rate,-0.3,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,opening_ply_ratio,-0.3,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,Flagged by statistical model — top deviating features are not directly interpretable as cheating signals. Warrants human review.
maybii,1362.0,1200-1400,39,3,True,acpl_phase_gap_band_z,1.72,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,win_rate,0.93,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,avg_acpl_middlegame_band_z,-0.79,Middlegame ACPL is unusually low for their rating band — the middlegame is where engine assistance matters most; human players naturally make more mistakes in complex positions,True,"Flagged primarily due to: acpl phase gap (band-normalised), avg acpl middlegame (band-normalised). All 3 voters agreed."
ManOverboard,2263.0,2200+,15,2,False,win_rate,1.19,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,comeback_rate,1.18,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,win_rate_vs_expected,0.97,Consistently outperforms their Elo prediction — wins more games than the rating system expects given their opponents,True,"Flagged primarily due to: comeback rate, win rate vs expected. 2 of 3 voters agreed."
rezawins,1590.0,1400-1600,17,2,False,rating_gain_rate,5.0,Gaining Elo at an unusually fast rate — legitimate improvement of 3-5 Elo/day is already rare; rates above 10 Elo/day sustained over weeks are essentially impossible without engine assistance,True,comeback_rate,2.76,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,blunder_rate,-1.84,Unusually few blunders — engines almost never drop pieces or miss tactics; blunder rate is roughly Elo-independent so this is meaningful at any rating,True,"Flagged primarily due to: rating gain rate, comeback rate. 2 of 3 voters agreed."
Ilias1103,1428.0,1400-1600,25,2,False,rating_gain,1.07,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,avg_weighted_acpl_band_z,-1.04,"Complexity-weighted ACPL is unusually low for their rating band — this metric down-weights moves in already-won or lost positions and focuses on equal, contested positions where mistakes are most costly. A suspiciously low value means near-engine accuracy precisely when the position is hardest to play — the clearest sign of engine use.",True,win_rate,0.72,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,"Flagged primarily due to: rating gain, avg weighted acpl (band-normalised). 2 of 3 voters agreed."
sakym,1315.0,1200-1400,45,2,False,acpl_consistency_band_z,-1.18,"Move quality is unusually consistent across games for their rating band — humans have good days and bad days; an engine plays at the same level every game regardless of tiredness, preparation, or time pressure. Suspiciously low game-to-game ACPL variance relative to peers at the same Elo.",True,acpl_phase_gap_band_z,1.15,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,avg_acpl_middlegame_band_z,-0.79,Middlegame ACPL is unusually low for their rating band — the middlegame is where engine assistance matters most; human players naturally make more mistakes in complex positions,True,"Flagged primarily due to: acpl consistency (band-normalised), acpl phase gap (band-normalised). 2 of 3 voters agreed."
Neo1977,1815.0,1800-2000,48,2,False,comeback_rate,2.76,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,acpl_phase_gap_band_z,1.32,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,avg_weighted_acpl_band_z,-1.09,"Complexity-weighted ACPL is unusually low for their rating band — this metric down-weights moves in already-won or lost positions and focuses on equal, contested positions where mistakes are most costly. A suspiciously low value means near-engine accuracy precisely when the position is hardest to play — the clearest sign of engine use.",True,"Flagged primarily due to: comeback rate, acpl phase gap (band-normalised). 2 of 3 voters agreed."
esentuki75,1600.0,1600-1800,28,2,False,victory_efficiency,0.53,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,timeout_loss_rate,-0.45,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,avg_turns,0.44,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,Flagged by statistical model — top deviating features are not directly interpretable as cheating signals. Warrants human review.
Timuras,1649.0,1600-1800,18,2,False,best_move_rate_band_z,1.2,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,underdog_win_rate,0.91,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,timeout_loss_rate,-0.79,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,"Flagged primarily due to: best move rate (band-normalised), underdog win rate. 2 of 3 voters agreed."
RussianFederation163,2024.0,2000-2200,28,2,False,rating_gain,2.71,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,underdog_win_rate,2.45,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,rating_volatility,2.37,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,"Flagged primarily due to: rating gain, underdog win rate. 2 of 3 voters agreed."
ox_brilliant,1525.0,1400-1600,43,2,False,acpl_phase_gap_band_z,0.68,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,comeback_rate,0.56,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,underdog_win_rate,0.47,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,"Flagged primarily due to: acpl phase gap (band-normalised), comeback rate. 2 of 3 voters agreed."
HA2332,1442.0,1400-1600,24,2,False,rating_volatility,3.18,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,rating_gain,2.15,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,comeback_rate,1.11,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,"Flagged primarily due to: rating volatility, rating gain. 2 of 3 voters agreed."
Saikosushi,1641.0,1600-1800,24,2,False,comeback_rate,1.07,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,avg_acpl_opening_band_z,-0.85,Opening ACPL is unusually low for their rating band — could reflect strong opening preparation rather than engine use; weaker signal than middlegame ACPL,False,avg_acpl_endgame_band_z,-0.49,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,"Flagged primarily due to: comeback rate, avg acpl endgame (band-normalised). 2 of 3 voters agreed."
takin6,2023.0,2000-2200,44,3,True,opening_ply_ratio,-0.86,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,victory_efficiency,-0.78,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,avg_turns,-0.76,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,Flagged by statistical model — top deviating features are not directly interpretable as cheating signals. Warrants human review.
Lute1,1629.0,1600-1800,25,2,False,comeback_rate,1.07,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,underdog_win_rate,0.91,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,timeout_loss_rate,-0.79,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,"Flagged primarily due to: comeback rate, underdog win rate. 2 of 3 voters agreed."
duci9y,1284.0,1200-1400,29,2,False,acpl_consistency_band_z,-1.33,"Move quality is unusually consistent across games for their rating band — humans have good days and bad days; an engine plays at the same level every game regardless of tiredness, preparation, or time pressure. Suspiciously low game-to-game ACPL variance relative to peers at the same Elo.",True,win_rate,1.33,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,rating_gain,0.69,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,"Flagged primarily due to: acpl consistency (band-normalised), rating gain. 2 of 3 voters agreed."
Eddy01071970,1579.0,1400-1600,25,2,False,rating_volatility,2.7,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,win_rate,2.52,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,rating_gain,1.45,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,"Flagged primarily due to: rating volatility, rating gain. 2 of 3 voters agreed."
TheGasMask,1256.0,1200-1400,37,2,False,rating_gain,1.23,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,win_rate_vs_expected,0.9,Consistently outperforms their Elo prediction — wins more games than the rating system expects given their opponents,True,rating_volatility,0.66,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,"Flagged primarily due to: rating gain, win rate vs expected. 2 of 3 voters agreed."
laurent_p,1702.0,1600-1800,19,2,False,underdog_win_rate,2.68,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,acpl_consistency_band_z,-1.38,"Move quality is unusually consistent across games for their rating band — humans have good days and bad days; an engine plays at the same level every game regardless of tiredness, preparation, or time pressure. Suspiciously low game-to-game ACPL variance relative to peers at the same Elo.",True,win_rate_vs_expected,0.83,Consistently outperforms their Elo prediction — wins more games than the rating system expects given their opponents,True,"Flagged primarily due to: underdog win rate, acpl consistency (band-normalised). 2 of 3 voters agreed."
k4sp4r0v,1182.0,1000-1200,17,2,False,acpl_consistency_band_z,-1.3,"Move quality is unusually consistent across games for their rating band — humans have good days and bad days; an engine plays at the same level every game regardless of tiredness, preparation, or time pressure. Suspiciously low game-to-game ACPL variance relative to peers at the same Elo.",True,timeout_loss_rate,-0.91,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,avg_weighted_acpl_band_z,-0.77,"Complexity-weighted ACPL is unusually low for their rating band — this metric down-weights moves in already-won or lost positions and focuses on equal, contested positions where mistakes are most costly. A suspiciously low value means near-engine accuracy precisely when the position is hardest to play — the clearest sign of engine use.",True,"Flagged primarily due to: acpl consistency (band-normalised), avg weighted acpl (band-normalised). 2 of 3 voters agreed."
papaxemba,1619.0,1600-1800,15,3,True,underdog_win_rate,2.68,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,acpl_phase_gap_band_z,2.26,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,avg_acpl_middlegame_band_z,-1.11,Middlegame ACPL is unusually low for their rating band — the middlegame is where engine assistance matters most; human players naturally make more mistakes in complex positions,True,"Flagged primarily due to: underdog win rate, acpl phase gap (band-normalised). All 3 voters agreed."
Albinas,1758.0,1600-1800,27,2,False,underdog_win_rate,1.5,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,acpl_phase_gap_band_z,1.19,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,comeback_rate,1.07,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,"Flagged primarily due to: underdog win rate, acpl phase gap (band-normalised). 2 of 3 voters agreed."
